address;postcode;state;country;property_valuation
5394 Dryden Terrace;3149;VIC;Australia;11
56 Bultman Parkway;4721;QLD;Australia;1
835 West Hill;2118;NSW;Australia;11
8 Vermont Pass;3930;VIC;Australia;9
6238 Hanover Crossing;3141;VIC;Australia;7
2 Thierer Plaza;3976;VIC;Australia;3
71776 Express Avenue;2749;NSW;Australia;8
162 Golf View Hill;2011;NSW;Australia;6
7389 Union Place;2745;NSW;Australia;8
07 Miller Pass;2017;NSW;Australia;9
30 Delladonna Plaza;3046;VIC;Australia;8
7395 Blackbird Lane;2134;NSW;Australia;9
79427 Hudson Trail;3677;VIC;Australia;1
67 Hooker Place;2380;NSW;Australia;5
0380 Chinook Avenue;2047;NSW;Australia;12
4092 Brentwood Trail;2147;NSW;Australia;10
613 Mayfield Trail;4012;QLD;Australia;6
2 Spohn Court;2750;NSW;Australia;9
05239 Springs Circle;3030;VIC;Australia;7
59 Old Gate Drive;4878;QLD;Australia;5
31186 Hoard Junction;2015;NSW;Australia;12
2 Crest Line Crossing;2072;NSW;Australia;9
18083 Mallard Drive;3075;VIC;Australia;7
93 Lakeland Court;3810;VIC;Australia;6
023 Thackeray Lane;2070;NSW;Australia;12
79737 Hollow Ridge Trail;2199;NSW;Australia;9
95465 Union Plaza;4055;QLD;Australia;7
66238 Old Gate Circle;4157;QLD;Australia;9
3 Delladonna Street;4799;QLD;Australia;3
3 Mallard Center;2251;NSW;Australia;8
31 Eastwood Circle;2460;NSW;Australia;3
507 Onsgard Place;4701;QLD;Australia;1
69555 Dakota Alley;4211;QLD;Australia;5
21969 Lawn Court;2095;NSW;Australia;9
7 Erie Court;2263;NSW;Australia;7
0724 Oxford Crossing;2146;NSW;Australia;9
1 Monterey Terrace;2011;NSW;Australia;12
75 Duke Plaza;2147;NSW;Australia;9
156 Lakeland Way;4035;QLD;Australia;9
91 Mosinee Point;2166;NSW;Australia;5
1508 Hooker Avenue;2000;NSW;Australia;8
3202 Ridge Oak Alley;4121;QLD;Australia;9
5510 Pepper Wood Street;3429;VIC;Australia;6
42952 Fairfield Center;3012;VIC;Australia;8
1 Garrison Street;3103;VIC;Australia;12
013 Armistice Street;2769;NSW;Australia;10
3201 Canary Center;2540;NSW;Australia;9
4365 Basil Junction;2539;NSW;Australia;7
1164 Toban Road;3806;VIC;Australia;5
2364 Dovetail Way;3048;VIC;Australia;6
738 Sloan Place;3212;VIC;Australia;5
318 Jenifer Alley;2119;NSW;Australia;11
6395 Anthes Hill;4504;QLD;Australia;4
36516 Forster Lane;4034;QLD;Australia;7
107 Garrison Plaza;2200;NSW;Australia;10
717 Oakridge Way;2117;NSW;Australia;8
16405 Doe Crossing Parkway;3630;VIC;Australia;3
16 Monument Place;4701;QLD;Australia;3
99841 Talisman Street;4224;QLD;Australia;3
21 Duke Hill;4344;QLD;Australia;4
891 Anderson Parkway;2009;NSW;Australia;10
9446 Holmberg Court;2133;NSW;Australia;11
46512 Cambridge Avenue;2759;NSW;Australia;8
54250 Welch Pass;3145;VIC;Australia;11
734 South Court;4152;QLD;Australia;8
769 Banding Avenue;2151;NSW;Australia;10
2590 Northport Hill;2070;NSW;Australia;11
9649 Cascade Way;2250;NSW;Australia;8
69 Valley Edge Lane;3144;VIC;Australia;8
327 Monument Street;3201;VIC;Australia;4
4 Sunnyside Crossing;2125;NSW;Australia;12
8 Hoffman Alley;3181;VIC;Australia;10
894 Duke Crossing;2665;NSW;Australia;1
01714 Claremont Center;2474;NSW;Australia;3
6809 Maple Park;3023;VIC;Australia;8
95294 Karstens Park;2155;NSW;Australia;9
8872 Bunker Hill Crossing;2196;NSW;Australia;9
14 Westport Pass;3029;VIC;Australia;6
867 Grim Terrace;3754;VIC;Australia;6
48023 International Way;3630;VIC;Australia;1
0 Prairie Rose Place;3802;VIC;Australia;7
56145 Porter Lane;2010;NSW;Australia;10
509 Ridgeway Junction;3166;VIC;Australia;10
41 Eagan Junction;2570;NSW;Australia;8
5290 Lunder Park;2287;NSW;Australia;7
52425 Prairie Rose Road;4500;QLD;Australia;6
7939 Toban Crossing;2770;NSW;Australia;7
0672 Lyons Pass;2153;NSW;Australia;10
904 Mandrake Parkway;2820;NSW;Australia;1
3007 Summer Ridge Street;4511;QLD;Australia;7
47 Veith Junction;3196;VIC;Australia;9
007 Canary Circle;2047;NSW;Australia;12
1 Saint Paul Terrace;2161;NSW;Australia;6
87705 Hovde Center;4870;QLD;Australia;5
765 6th Plaza;4226;QLD;Australia;7
248 Bartillon Plaza;4059;QLD;Australia;9
66811 Lerdahl Way;4160;QLD;Australia;4
5809 Coolidge Avenue;2747;NSW;Australia;6
2769 Banding Avenue;3189;VIC;Australia;10
3 Monterey Trail;2582;NSW;Australia;9
85549 Sheridan Parkway;4170;QLD;Australia;8
4498 Donald Crossing;2525;NSW;Australia;10
4 Ridgeway Court;4030;QLD;Australia;4
4 Bartelt Hill;4510;QLD;Australia;1
91116 Riverside Plaza;2114;NSW;Australia;8
60911 Almo Point;2066;NSW;Australia;12
0 Superior Pass;2050;NSW;Australia;8
9 Superior Terrace;2199;NSW;Australia;9
57 Marquette Hill;4120;QLD;Australia;6
36 Sommers Place;2096;NSW;Australia;12
83148 Rowland Alley;2530;NSW;Australia;8
34 Arrowood Pass;2567;NSW;Australia;9
72 Mandrake Court;3183;VIC;Australia;9
9 Emmet Hill;2042;NSW;Australia;10
16984 Pankratz Park;2324;NSW;Australia;7
9460 Laurel Crossing;4032;QLD;Australia;7
5786 Kinsman Point;2127;NSW;Australia;8
4 Fairfield Way;2487;NSW;Australia;10
319 Michigan Way;4350;QLD;Australia;4
49 Fulton Park;3156;VIC;Australia;8
0 Corben Court;3121;VIC;Australia;11
8 Drewry Street;4655;QLD;Australia;5
48 Dawn Center;4132;QLD;Australia;3
6244 Forest Point;4103;QLD;Australia;9
0306 Donald Court;3844;VIC;Australia;1
3762 Victoria Alley;4078;QLD;Australia;6
3 Manley Crossing;4074;QLD;Australia;6
36866 Summit Point;3750;VIC;Australia;9
9 Pearson Plaza;3177;VIC;Australia;7
7450 Prairie Rose Drive;2868;NSW;Australia;1
83975 Rowland Place;2166;NSW;Australia;6
01 Weeping Birch Plaza;2640;NSW;Australia;4
738 Dixon Drive;2575;NSW;Australia;8
5766 Pearson Court;2227;NSW;Australia;8
9 Shelley Center;2170;NSW;Australia;7
07273 Sundown Trail;2358;NSW;Australia;2
2 Maryland Drive;4227;QLD;Australia;7
3 Roth Place;2449;NSW;Australia;2
81856 Express Lane;2299;NSW;Australia;6
5 Porter Road;4014;QLD;Australia;6
59 Waywood Road;3163;VIC;Australia;8
6838 Anniversary Junction;2484;NSW;Australia;4
90128 Caliangt Place;2484;NSW;Australia;4
504 Mesta Lane;2261;NSW;Australia;8
9 Utah Road;4179;QLD;Australia;8
00213 Atwood Pass;2340;NSW;Australia;1
7230 Montana Place;2777;NSW;Australia;9
51763 Carey Place;3056;VIC;Australia;7
4 Susan Center;3170;VIC;Australia;9
745 Troy Avenue;2769;NSW;Australia;9
6 Upham Place;4556;QLD;Australia;7
34694 Sugar Place;4740;QLD;Australia;5
26876 Lyons Court;3166;VIC;Australia;10
8308 Linden Place;2570;NSW;Australia;9
32708 Bluestem Alley;3976;VIC;Australia;7
3542 Arkansas Place;3380;VIC;Australia;1
642 Anderson Circle;4132;QLD;Australia;5
8318 Continental Alley;3175;VIC;Australia;7
7202 Prairieview Court;2221;NSW;Australia;11
64610 Sachtjen Center;2575;NSW;Australia;10
53 Muir Terrace;2170;NSW;Australia;8
710 Schiller Plaza;3338;VIC;Australia;1
698 Old Gate Lane;2619;NSW;Australia;3
4 Golden Leaf Road;4670;QLD;Australia;2
1979 Arapahoe Trail;4701;QLD;Australia;3
1 Vernon Terrace;4226;QLD;Australia;6
79862 Darwin Crossing;4215;QLD;Australia;8
184 Hoepker Way;2197;NSW;Australia;9
40 New Castle Avenue;2043;NSW;Australia;11
9525 Johnson Place;3190;VIC;Australia;8
8 Pearson Trail;2166;NSW;Australia;9
53 Dakota Court;2027;NSW;Australia;9
4262 Melvin Avenue;2759;NSW;Australia;8
4415 Dwight Center;2528;NSW;Australia;7
1197 Carey Junction;2280;NSW;Australia;7
227 Havey Trail;2795;NSW;Australia;6
2 Manufacturers Parkway;3199;VIC;Australia;6
9175 Stephen Drive;4035;QLD;Australia;8
299 Pine View Parkway;3121;VIC;Australia;12
71 Orin Crossing;2155;NSW;Australia;9
134 Knutson Street;2281;NSW;Australia;9
37 Mockingbird Street;4017;QLD;Australia;3
00969 Gale Way;3108;VIC;Australia;10
05665 Dottie Circle;2085;NSW;Australia;11
83 Wayridge Circle;4152;QLD;Australia;9
8 Carioca Terrace;4007;QLD;Australia;8
5 Kenwood Road;2075;NSW;Australia;11
29 Hansons Crossing;2318;NSW;Australia;4
493 Buell Point;4500;QLD;Australia;8
7 Del Mar Crossing;4680;QLD;Australia;7
7 Elgar Plaza;2250;NSW;Australia;9
425 Marquette Way;2116;NSW;Australia;10
67104 Bunting Crossing;2043;NSW;Australia;9
243 Raven Drive;4815;QLD;Australia;3
248 School Park;3156;VIC;Australia;8
5 Onsgard Plaza;3134;VIC;Australia;10
38 Havey Place;3049;VIC;Australia;5
38 Armistice Alley;2018;NSW;Australia;8
34953 Oak Circle;2153;NSW;Australia;10
18 Express Street;2165;NSW;Australia;9
04046 Summit Avenue;4217;QLD;Australia;9
986 Hollow Ridge Crossing;3821;VIC;Australia;7
4622 Dixon Junction;2048;NSW;Australia;8
3563 Darwin Avenue;3095;VIC;Australia;9
38759 Butterfield Avenue;4305;QLD;Australia;2
67125 Melody Place;2747;NSW;Australia;8
31 Northwestern Court;2206;NSW;Australia;10
8 Farwell Parkway;2428;NSW;Australia;2
19 Barby Parkway;4127;QLD;Australia;4
681 School Avenue;2077;NSW;Australia;10
27 Dawn Lane;2233;NSW;Australia;10
366 International Way;2170;NSW;Australia;8
427 Rockefeller Drive;2093;NSW;Australia;12
5176 Division Hill;3216;VIC;Australia;5
1 Raven Place;2160;NSW;Australia;6
29 Delaware Pass;2567;NSW;Australia;8
42554 Burrows Court;2117;NSW;Australia;10
726 Warrior Center;2077;NSW;Australia;10
500 Victoria Plaza;2147;NSW;Australia;9
35 Debra Way;3201;VIC;Australia;6
62965 Morningstar Junction;4109;QLD;Australia;9
6698 Melody Crossing;4556;QLD;Australia;8
05919 Morning Parkway;2034;NSW;Australia;11
6 Rockefeller Pass;3075;VIC;Australia;7
7875 Fieldstone Pass;4216;QLD;Australia;10
59170 Westridge Junction;2147;NSW;Australia;8
3 Bonner Point;2800;NSW;Australia;4
113 Lien Place;2560;NSW;Australia;6
064 Fallview Terrace;4500;QLD;Australia;7
32 Sutteridge Trail;2470;NSW;Australia;1
3984 Clove Street;3192;VIC;Australia;10
4 Rowland Plaza;2324;NSW;Australia;4
5157 Maple Wood Circle;2537;NSW;Australia;8
559 Blackbird Street;4580;QLD;Australia;2
6466 Troy Street;2763;NSW;Australia;8
7135 Ruskin Avenue;2563;NSW;Australia;11
5 Loftsgordon Avenue;2068;NSW;Australia;12
33 Del Mar Junction;2264;NSW;Australia;8
06069 Hayes Road;2099;NSW;Australia;8
828 Waubesa Pass;2234;NSW;Australia;10
1 Bobwhite Circle;2230;NSW;Australia;9
3 Memorial Junction;2126;NSW;Australia;11
644 Mcbride Street;2086;NSW;Australia;11
23700 Dennis Way;2075;NSW;Australia;11
5795 Comanche Circle;4825;QLD;Australia;2
31 Scofield Trail;3020;VIC;Australia;8
218 Elka Point;2176;NSW;Australia;10
5468 Moose Lane;2445;NSW;Australia;7
174 Calypso Crossing;2770;NSW;Australia;7
53358 David Circle;4306;QLD;Australia;3
0 3rd Road;4060;QLD;Australia;9
9 Melvin Drive;2144;NSW;Australia;7
9670 4th Point;2065;NSW;Australia;10
2228 Steensland Terrace;2148;NSW;Australia;8
2 Thierer Place;4053;QLD;Australia;8
23 Huxley Road;3064;VIC;Australia;7
34 3rd Place;3030;VIC;Australia;8
63 Golf Crossing;2217;NSW;Australia;8
1 Sloan Avenue;2176;NSW;Australia;10
056 Pierstorff Alley;2040;NSW;Australia;11
177 Anniversary Parkway;2428;NSW;Australia;7
18 Karstens Drive;2233;NSW;Australia;10
6950 Morrow Street;2326;NSW;Australia;3
8492 Autumn Leaf Center;3214;VIC;Australia;2
91749 Portage Park;2528;NSW;Australia;8
45 Waubesa Lane;4213;QLD;Australia;9
51739 Sundown Hill;2009;NSW;Australia;9
95 Butterfield Circle;3352;VIC;Australia;4
9 Porter Pass;4077;QLD;Australia;6
236 Fremont Alley;2156;NSW;Australia;12
46031 Hudson Place;2075;NSW;Australia;11
8 Crowley Terrace;2760;NSW;Australia;8
50532 Hoard Center;4209;QLD;Australia;7
56 Sommers Point;2204;NSW;Australia;8
0 Red Cloud Place;2217;NSW;Australia;8
24951 Michigan Pass;2176;NSW;Australia;10
51960 Gulseth Point;2009;NSW;Australia;12
144 Parkside Parkway;4655;QLD;Australia;3
896 Helena Parkway;4551;QLD;Australia;7
89 Anhalt Park;2106;NSW;Australia;11
1786 Orin Street;2327;NSW;Australia;3
7 Green Ridge Way;2763;NSW;Australia;8
2807 Northwestern Pass;3182;VIC;Australia;8
9362 Grim Plaza;4702;QLD;Australia;1
2 Sommers Drive;3181;VIC;Australia;10
74164 Village Green Parkway;3037;VIC;Australia;9
623 Melody Avenue;4500;QLD;Australia;4
9 Roth Park;4104;QLD;Australia;7
18 Buhler Court;3186;VIC;Australia;12
4 Sachtjen Drive;4701;QLD;Australia;3
130 Hayes Crossing;2170;NSW;Australia;9
9 Logan Court;2570;NSW;Australia;9
8 Superior Hill;2153;NSW;Australia;10
575 Katie Terrace;2835;NSW;Australia;1
9 Old Shore Street;4509;QLD;Australia;7
7949 Waywood Way;2318;NSW;Australia;7
2982 Monterey Way;3182;VIC;Australia;10
692 Leroy Parkway;3043;VIC;Australia;9
9499 Alpine Drive;3175;VIC;Australia;8
0442 Debra Point;2281;NSW;Australia;7
61 Upham Parkway;4558;QLD;Australia;4
63832 Maple Wood Court;3172;VIC;Australia;9
27 Rockefeller Plaza;4556;QLD;Australia;8
95483 Washington Junction;2505;NSW;Australia;9
1396 Sugar Terrace;2145;NSW;Australia;10
8454 Pierstorff Way;2115;NSW;Australia;11
2444 Aberg Hill;2067;NSW;Australia;12
73637 Nancy Street;2469;NSW;Australia;1
9 Beilfuss Crossing;2705;NSW;Australia;3
891 Mendota Junction;4127;QLD;Australia;2
73 Muir Trail;3196;VIC;Australia;7
1 Raven Circle;2450;NSW;Australia;7
6563 Susan Pass;3024;VIC;Australia;7
59 Prentice Lane;4551;QLD;Australia;7
65880 Cascade Drive;2164;NSW;Australia;9
6632 Truax Hill;2230;NSW;Australia;9
68882 Commercial Crossing;2320;NSW;Australia;3
949 Marquette Avenue;3028;VIC;Australia;7
9953 Kim Lane;2330;NSW;Australia;4
09 Pierstorff Point;4514;QLD;Australia;6
158 Lindbergh Crossing;3136;VIC;Australia;9
72 Ilene Point;2575;NSW;Australia;8
4081 Lighthouse Bay Alley;4053;QLD;Australia;9
794 Kennedy Court;4740;QLD;Australia;2
3981 Karstens Place;2570;NSW;Australia;8
88039 Melody Lane;3088;VIC;Australia;9
344 Rockefeller Way;3966;VIC;Australia;2
434 Eggendart Circle;2260;NSW;Australia;12
0 Waubesa Alley;2265;NSW;Australia;6
831 Prairieview Trail;4405;QLD;Australia;1
884 Surrey Pass;3912;VIC;Australia;7
60424 Bultman Terrace;2120;NSW;Australia;10
882 Merry Trail;4701;QLD;Australia;4
47878 Pond Park;4133;QLD;Australia;3
7 Porter Parkway;2261;NSW;Australia;8
984 Waubesa Pass;4034;QLD;Australia;6
91933 Artisan Avenue;2753;NSW;Australia;9
624 Atwood Circle;2164;NSW;Australia;8
15 Mcguire Junction;4128;QLD;Australia;6
21 South Avenue;2076;NSW;Australia;11
4 Macpherson Street;3143;VIC;Australia;4
5965 Glacier Hill Terrace;3025;VIC;Australia;9
556 Esch Street;2090;NSW;Australia;12
25943 Montana Street;2747;NSW;Australia;8
2 Dawn Avenue;4118;QLD;Australia;5
35 Harbort Way;2446;NSW;Australia;8
464 Bonner Place;3012;VIC;Australia;8
0899 Judy Pass;3072;VIC;Australia;10
43 Sunbrook Terrace;4160;QLD;Australia;10
34 Vidon Way;3037;VIC;Australia;8
85 Cody Hill;2770;NSW;Australia;8
8209 Tony Plaza;2810;NSW;Australia;1
65675 Spenser Way;3207;VIC;Australia;12
042 Saint Paul Parkway;2769;NSW;Australia;10
3516 Kensington Lane;2164;NSW;Australia;9
26064 Morningstar Junction;2480;NSW;Australia;2
686 Rusk Parkway;2566;NSW;Australia;8
7518 Canary Parkway;2145;NSW;Australia;9
32 Spenser Crossing;2880;NSW;Australia;1
654 Kim Parkway;3175;VIC;Australia;3
0 Moose Court;2063;NSW;Australia;12
99000 Petterle Drive;2062;NSW;Australia;9
549 Longview Terrace;4030;QLD;Australia;9
1861 Golf Course Circle;2216;NSW;Australia;8
27 Mayer Lane;3756;VIC;Australia;7
47336 Garrison Court;4670;QLD;Australia;1
27 Drewry Road;2102;NSW;Australia;10
75581 Express Center;4503;QLD;Australia;3
5 Fairfield Parkway;2557;NSW;Australia;8
47 Kensington Avenue;2650;NSW;Australia;4
9870 Brickson Park Trail;2216;NSW;Australia;8
3 Memorial Terrace;2234;NSW;Australia;10
4559 Sundown Trail;2148;NSW;Australia;8
45613 Meadow Valley Center;3976;VIC;Australia;6
2 Spaight Road;2210;NSW;Australia;10
59694 1st Crossing;4503;QLD;Australia;7
124 Fulton Crossing;4680;QLD;Australia;3
2800 Dottie Trail;3071;VIC;Australia;10
4 Mosinee Lane;4165;QLD;Australia;5
0799 Florence Street;2089;NSW;Australia;9
5882 American Ash Point;3214;VIC;Australia;3
13852 Burning Wood Terrace;2199;NSW;Australia;1
735 Eastlawn Place;4160;QLD;Australia;8
6 Sauthoff Court;2144;NSW;Australia;9
1788 Columbus Trail;4510;QLD;Australia;4
32705 Shelley Junction;3172;VIC;Australia;8
0 Delladonna Parkway;3189;VIC;Australia;10
79291 3rd Circle;2760;NSW;Australia;8
8 Bunting Hill;2155;NSW;Australia;10
63 School Plaza;2145;NSW;Australia;9
0134 Swallow Pass;3030;VIC;Australia;6
47204 Rigney Street;2770;NSW;Australia;6
9732 Swallow Way;2750;NSW;Australia;8
80 Cordelia Street;4061;QLD;Australia;5
88175 Center Road;2283;NSW;Australia;4
5 Muir Circle;2030;NSW;Australia;12
6 Tennyson Place;2138;NSW;Australia;9
698 Lunder Point;2016;NSW;Australia;10
5 Dixon Junction;2340;NSW;Australia;2
5890 Comanche Trail;3429;VIC;Australia;6
6621 Carberry Crossing;3083;VIC;Australia;8
322 Scott Plaza;2170;NSW;Australia;5
15811 La Follette Park;2770;NSW;Australia;7
67143 Bluejay Court;4214;QLD;Australia;8
966 Emmet Trail;3015;VIC;Australia;10
49530 Evergreen Lane;3163;VIC;Australia;10
9582 Fremont Center;2032;NSW;Australia;11
3 Declaration Circle;4350;QLD;Australia;7
8142 Tomscot Drive;4132;QLD;Australia;4
396 Sachs Road;2147;NSW;Australia;8
1 Melby Way;2527;NSW;Australia;7
53221 Namekagon Parkway;2557;NSW;Australia;9
6 Dovetail Circle;2200;NSW;Australia;9
67 Carioca Road;4211;QLD;Australia;9
63123 Merry Alley;4500;QLD;Australia;8
4478 Banding Way;2830;NSW;Australia;3
28928 Mariners Cove Pass;3040;VIC;Australia;11
3 Thierer Plaza;4815;QLD;Australia;1
9 Hauk Alley;3915;VIC;Australia;4
9045 Kings Avenue;4153;QLD;Australia;11
9 Barnett Street;4179;QLD;Australia;10
6779 Melrose Way;2450;NSW;Australia;7
42473 Sycamore Pass;3355;VIC;Australia;4
6631 Farragut Terrace;2148;NSW;Australia;6
886 Rusk Pass;2321;NSW;Australia;4
3 Bashford Plaza;2267;NSW;Australia;5
11 Sage Place;4055;QLD;Australia;7
26049 Straubel Point;2099;NSW;Australia;11
59929 West Alley;2026;NSW;Australia;10
94 Vernon Parkway;2762;NSW;Australia;9
8312 Dunning Crossing;3101;VIC;Australia;8
7 Novick Parkway;2160;NSW;Australia;5
02 Del Mar Center;4121;QLD;Australia;8
0 Shasta Terrace;2289;NSW;Australia;7
90 East Way;2145;NSW;Australia;8
2 Goodland Lane;3977;VIC;Australia;5
7 Vernon Lane;2232;NSW;Australia;10
9 Killdeer Avenue;4227;QLD;Australia;7
152 Larry Alley;2756;NSW;Australia;9
85 Hudson Street;2505;NSW;Australia;8
6672 Butternut Avenue;3458;VIC;Australia;6
43491 Jenifer Street;2750;NSW;Australia;7
47 Chinook Road;4421;QLD;Australia;2
3468 Rigney Place;3505;VIC;Australia;1
079 Katie Alley;3216;VIC;Australia;9
681 Butterfield Lane;2233;NSW;Australia;9
48 Laurel Parkway;4017;QLD;Australia;5
9115 Mockingbird Crossing;2145;NSW;Australia;6
2 Michigan Parkway;3006;VIC;Australia;5
24 Hermina Alley;2262;NSW;Australia;6
82237 Dapin Court;4570;QLD;Australia;4
1 Basil Street;4037;QLD;Australia;8
60650 Mcbride Point;3918;VIC;Australia;7
81 Lien Drive;3216;VIC;Australia;3
37353 Alpine Circle;2214;NSW;Australia;8
581 Granby Parkway;3025;VIC;Australia;8
3073 Golf View Terrace;4165;QLD;Australia;8
95 Riverside Way;2640;NSW;Australia;1
390 Meadow Vale Circle;2560;NSW;Australia;9
501 Reindahl Alley;2069;NSW;Australia;12
0 Mifflin Alley;4818;QLD;Australia;5
261 Mosinee Avenue;2335;NSW;Australia;5
57 Boyd Avenue;2287;NSW;Australia;7
9 Washington Drive;3079;VIC;Australia;9
48 Straubel Court;2400;NSW;Australia;1
70 Old Gate Avenue;3043;VIC;Australia;7
40062 Steensland Center;3977;VIC;Australia;6
39179 Bayside Terrace;3148;VIC;Australia;9
04488 Amoth Parkway;2036;NSW;Australia;8
259 Homewood Pass;2092;NSW;Australia;10
863 Crescent Oaks Hill;4215;QLD;Australia;1
353 Scott Road;2770;NSW;Australia;7
97 Randy Junction;2040;NSW;Australia;12
047 Northfield Trail;3127;VIC;Australia;12
0132 Merrick Way;2770;NSW;Australia;9
9248 Ludington Circle;2714;NSW;Australia;1
81 Forest Dale Center;3555;VIC;Australia;3
0 Blaine Point;3183;VIC;Australia;7
90 2nd Lane;2768;NSW;Australia;10
8718 Warner Avenue;2148;NSW;Australia;8
4 Mallory Hill;2880;NSW;Australia;1
29180 American Ash Circle;2560;NSW;Australia;9
6471 Meadow Valley Court;2097;NSW;Australia;11
9 Waxwing Pass;2008;NSW;Australia;11
8 Buell Crossing;2320;NSW;Australia;5
40 Rigney Street;2200;NSW;Australia;8
7035 Crest Line Place;3101;VIC;Australia;11
9129 Gale Court;4226;QLD;Australia;8
71109 Vernon Way;3350;VIC;Australia;4
883 Almo Terrace;3977;VIC;Australia;6
987 Victoria Trail;4006;QLD;Australia;8
7037 North Park;2484;NSW;Australia;6
93 Shasta Avenue;4171;QLD;Australia;10
9574 David Lane;3218;VIC;Australia;8
1 Del Sol Center;2323;NSW;Australia;3
38 Valley Edge Plaza;3095;VIC;Australia;10
004 Gulseth Junction;2619;NSW;Australia;8
503 Clove Crossing;4306;QLD;Australia;4
0346 Dayton Hill;2092;NSW;Australia;12
5 Derek Pass;2090;NSW;Australia;10
3417 Huxley Pass;3355;VIC;Australia;2
163 Gale Center;2077;NSW;Australia;10
09 Grim Lane;3752;VIC;Australia;4
31953 Dixon Way;2580;NSW;Australia;4
463 Rowland Drive;2066;NSW;Australia;9
054 Mesta Drive;3620;VIC;Australia;1
33550 Spohn Terrace;3630;VIC;Australia;1
953 Del Sol Point;3630;VIC;Australia;4
369 Milwaukee Court;3630;VIC;Australia;2
10055 Old Shore Lane;3630;VIC;Australia;1
018 Porter Court;3631;VIC;Australia;6
67 Elka Court;3630;VIC;Australia;3
5086 Meadow Ridge Circle;3350;VIC;Australia;7
66 Talmadge Terrace;3630;VIC;Australia;1
09356 Badeau Drive;3630;VIC;Australia;1
1032 Killdeer Place;3631;VIC;Australia;3
91 Ilene Parkway;3630;VIC;Australia;1
5015 Pawling Park;2525;NSW;Australia;9
5701 Sugar Court;2880;NSW;Australia;1
7 Melrose Circle;4017;QLD;Australia;5
33 Novick Parkway;2156;NSW;Australia;12
23 Village Way;4215;QLD;Australia;9
834 Pierstorff Lane;4228;QLD;Australia;10
974 Fisk Alley;3977;VIC;Australia;4
531 Springview Lane;3101;VIC;Australia;10
2 Nova Street;4228;QLD;Australia;8
3242 Arizona Junction;4101;QLD;Australia;10
4 Delaware Terrace;3804;VIC;Australia;8
1913 Magdeline Point;2022;NSW;Australia;12
54 Annamark Place;2565;NSW;Australia;8
84 Main Lane;3149;VIC;Australia;10
9 Lake View Avenue;3178;VIC;Australia;9
015 Fulton Pass;4568;QLD;Australia;8
00 Marcy Crossing;3115;VIC;Australia;9
0991 Commercial Road;4300;QLD;Australia;5
24198 Almo Crossing;2021;NSW;Australia;12
01268 Stuart Hill;2145;NSW;Australia;10
25139 Rockefeller Center;4350;QLD;Australia;2
159 Graceland Terrace;4343;QLD;Australia;1
0522 Nelson Crossing;4304;QLD;Australia;3
90609 Charing Cross Lane;2250;NSW;Australia;7
360 Troy Parkway;3223;VIC;Australia;6
08475 Shoshone Park;3116;VIC;Australia;9
44778 Bellgrove Crossing;3205;VIC;Australia;10
69444 Mccormick Junction;2539;NSW;Australia;9
64 Macpherson Junction;2208;NSW;Australia;11
386 Jay Junction;4218;QLD;Australia;3
496 Summit Road;2120;NSW;Australia;10
54970 Veith Hill;4125;QLD;Australia;7
33477 Trailsway Park;4818;QLD;Australia;5
92 Schlimgen Hill;3023;VIC;Australia;8
3 Talisman Court;3204;VIC;Australia;11
69893 Loomis Junction;2229;NSW;Australia;10
6505 Fieldstone Alley;4037;QLD;Australia;8
5 1st Park;2285;NSW;Australia;6
83 American Ash Drive;2261;NSW;Australia;8
94 Twin Pines Trail;2567;NSW;Australia;8
034 Eagan Avenue;2560;NSW;Australia;6
3 Mariners Cove Terrace;3108;VIC;Australia;10
2 Raven Way;3106;VIC;Australia;10
4527 Butterfield Circle;2076;NSW;Australia;9
366 Hovde Park;2566;NSW;Australia;8
2 Straubel Lane;2477;NSW;Australia;6
0 Butterfield Junction;2340;NSW;Australia;5
7174 Thackeray Point;2153;NSW;Australia;10
29 Portage Street;4070;QLD;Australia;7
35 Lakewood Gardens Junction;3806;VIC;Australia;9
5 Stoughton Parkway;2099;NSW;Australia;9
533 Ramsey Center;4507;QLD;Australia;5
694 Northwestern Court;2155;NSW;Australia;10
4 Huxley Alley;4070;QLD;Australia;8
03961 Sullivan Park;2114;NSW;Australia;12
1081 Laurel Park;2049;NSW;Australia;12
24 Corben Terrace;2164;NSW;Australia;8
99 Eastlawn Way;2360;NSW;Australia;1
6 Anniversary Place;2213;NSW;Australia;10
0866 Pennsylvania Junction;3181;VIC;Australia;10
2 Continental Park;3194;VIC;Australia;10
22774 Pennsylvania Hill;2262;NSW;Australia;6
9 Merrick Plaza;3138;VIC;Australia;8
52593 Iowa Place;2529;NSW;Australia;8
3 School Drive;4173;QLD;Australia;7
9292 Mcguire Plaza;2073;NSW;Australia;12
6 Graceland Court;4301;QLD;Australia;2
24 Lerdahl Street;4825;QLD;Australia;3
801 Kings Parkway;2227;NSW;Australia;10
89 Pawling Court;4020;QLD;Australia;7
89972 Graedel Point;2176;NSW;Australia;9
17123 Northport Circle;4223;QLD;Australia;9
20 Bluestem Way;4152;QLD;Australia;9
743 Stone Corner Parkway;4127;QLD;Australia;6
33 Prentice Street;2300;NSW;Australia;9
5 Columbus Crossing;3040;VIC;Australia;10
29 Basil Point;2284;NSW;Australia;5
1 Bay Pass;3219;VIC;Australia;5
89 Oak Hill;2508;NSW;Australia;10
